,scenario,forcing,base_period,year,p05,p16,p50,p84,p95
2279,ssp370-lowNTCF-aerchemmip,ch4,2020,2031,0.024495581083190564,0.028186883868212043,0.03463345870391177,0.04267990196108122,0.04834287602060412
2280,ssp370-lowNTCF-aerchemmip,ch4,2020,2032,0.02685485799154432,0.0308986214352426,0.037993762829718,0.04688942984946411,0.0531010731257827
2281,ssp370-lowNTCF-aerchemmip,ch4,2020,2033,0.02919677697784693,0.0336175939495206,0.04137409709356232,0.051128458046026413,0.058039342879042485
2282,ssp370-lowNTCF-aerchemmip,ch4,2020,2034,0.0315458706727745,0.036344142341788684,0.04478110331526741,0.05531832985710265,0.06281223497514977
2283,ssp370-lowNTCF-aerchemmip,ch4,2020,2035,0.033896099586558946,0.03904209820103959,0.04814802799431428,0.059510455494176676,0.06758225910395839
2284,ssp370-lowNTCF-aerchemmip,ch4,2020,2036,0.0362500559647031,0.04174598050109175,0.05152286147552665,0.06375127841437449,0.07232513479423536
2285,ssp370-lowNTCF-aerchemmip,ch4,2020,2037,0.03867963613301621,0.044451513993456565,0.05487225783152305,0.06802555781690744,0.07712724458472497
2286,ssp370-lowNTCF-aerchemmip,ch4,2020,2038,0.04104905272050337,0.047131864797966355,0.058247082854729904,0.07220458038305616,0.08202642104727802
2287,ssp370-lowNTCF-aerchemmip,ch4,2020,2039,0.04335214865300878,0.04984710287280419,0.061595986836151306,0.07640797016965607,0.08688303434991496
2288,ssp370-lowNTCF-aerchemmip,ch4,2020,2040,0.0456288292577111,0.05252948589361476,0.06490265693083463,0.0805552951794193,0.09168297916183346
2289,ssp370-lowNTCF-aerchemmip,ch4,2020,2041,0.047903614218977555,0.05520151982458682,0.06819201346166204,0.08473092841133623,0.09645780462861038
2290,ssp370-lowNTCF-aerchemmip,ch4,2020,2042,0.05018417984277721,0.0578748046406198,0.07144664210028262,0.08883124736037017,0.10120381148208651
2291,ssp370-lowNTCF-aerchemmip,ch4,2020,2043,0.05245278513627864,0.06048409427403985,0.07468749007355713,0.09295544496592684,0.10601134798568318
2292,ssp370-lowNTCF-aerchemmip,ch4,2020,2044,0.054707921070005175,0.06307314966825815,0.07792753031810562,0.09703741800157706,0.11077168526265088
2293,ssp370-lowNTCF-aerchemmip,ch4,2020,2045,0.056949904458434286,0.065650616951943,0.08114596846913658,0.10115143389568203,0.11546684204878654
2294,ssp370-lowNTCF-aerchemmip,ch4,2020,2046,0.05917901781006823,0.06823966850998374,0.08442882536047036,0.10522140181791786,0.12014180723195723
2295,ssp370-lowNTCF-aerchemmip,ch4,2020,2047,0.061386148894606585,0.07076817275458974,0.08768492052630705,0.10927659066431566,0.12479920262884162
2296,ssp370-lowNTCF-aerchemmip,ch4,2020,2048,0.06357708310132977,0.07330955223491219,0.09086869186988489,0.1132726351626802,0.12944344569743202
2297,ssp370-lowNTCF-aerchemmip,ch4,2020,2049,0.06575864075881825,0.07589195660159687,0.09413908917606595,0.11728308704013937,0.13409173659894108
2298,ssp370-lowNTCF-aerchemmip,ch4,2020,2050,0.06793076136915195,0.0784356691774012,0.09729902697041037,0.12129049804807339,0.13870410674332087
2299,ssp370-lowNTCF-aerchemmip,ch4,2020,2051,0.07007633225091303,0.08095955167360806,0.10048793580729376,0.12528747139760946,0.14331982861355644
2300,ssp370-lowNTCF-aerchemmip,ch4,2020,2052,0.07221419157661099,0.08348581509856344,0.10361099804745788,0.1292492249921942,0.14791421331426413
2301,ssp370-lowNTCF-aerchemmip,ch4,2020,2053,0.07437737287799777,0.08597571153104987,0.10672461428202684,0.13318739472679417,0.1524804705804324
2302,ssp370-lowNTCF-aerchemmip,ch4,2020,2054,0.07654210358985662,0.08845016839218667,0.1098533415682259,0.1371154968762727,0.15704712837338847
2303,ssp370-lowNTCF-aerchemmip,ch4,2020,2055,0.0787021864390691,0.09093627477772633,0.11295332461648178,0.14107329120750725,0.16160351131968873
2304,ssp370-lowNTCF-aerchemmip,ch4,2020,2056,0.08084416092589189,0.0934127891999102,0.11602979872713126,0.14501363646834647,0.166146491530514
2305,ssp370-lowNTCF-aerchemmip,ch4,2020,2057,0.08297256796998025,0.09590645787031812,0.11912997226844224,0.1489629869081159,0.17066023930277543
2306,ssp370-lowNTCF-aerchemmip,ch4,2020,2058,0.08510769807803734,0.09835669545087139,0.12220926699717904,0.15289036149034813,0.1751903396903417
2307,ssp370-lowNTCF-aerchemmip,ch4,2020,2059,0.08724058899643979,0.10081439085391097,0.12532331603395708,0.1567606852332779,0.17969533477201088
2308,ssp370-lowNTCF-aerchemmip,ch4,2020,2060,0.0893747963010179,0.10335174365158056,0.12835349178189448,0.1606863605916394,0.18418643825567055
2309,ssp370-lowNTCF-aerchemmip,ch4,2020,2061,0.09147993033639774,0.1057904159033164,0.1314034592486566,0.16461100041281462,0.18864494246279703
2310,ssp370-lowNTCF-aerchemmip,ch4,2020,2062,0.09364276209154321,0.10825312946707435,0.13445592430650066,0.16850130355500034,0.1931675057027808
2311,ssp370-lowNTCF-aerchemmip,ch4,2020,2063,0.09577514702374498,0.11069316567677648,0.1375086823063394,0.17241064511869186,0.19765993307376192
2312,ssp370-lowNTCF-aerchemmip,ch4,2020,2064,0.09790479896852045,0.11313255438302783,0.1405754780521824,0.17627709969609917,0.20213978387940712
2313,ssp370-lowNTCF-aerchemmip,ch4,2020,2065,0.10003283572299862,0.11556775778846624,0.14367329747729096,0.18008648015601075,0.2066052040258672
2314,ssp370-lowNTCF-aerchemmip,ch4,2020,2066,0.10215897759469983,0.11798367232449829,0.14670179864134236,0.1839532795959725,0.21109785060501174
2315,ssp370-lowNTCF-aerchemmip,ch4,2020,2067,0.10428303609160464,0.12041508613401562,0.14976161725628012,0.1878866731452499,0.21555515224869534
2316,ssp370-lowNTCF-aerchemmip,ch4,2020,2068,0.10640456551432079,0.12285208439556772,0.15284142270813805,0.19180794992144612,0.22008840688251344
2317,ssp370-lowNTCF-aerchemmip,ch4,2020,2069,0.1085233480520817,0.12528199842865426,0.15590546005889583,0.1957015107419849,0.22455996694802277
2318,ssp370-lowNTCF-aerchemmip,ch4,2020,2070,0.11063885492792092,0.1277073007850465,0.15894450200324117,0.1995816836072176,0.22902672366616791
2319,ssp370-lowNTCF-aerchemmip,ch4,2020,2071,0.11274809857013257,0.1301275775952235,0.16193945043909297,0.20345663836722352,0.23363478504209645
2320,ssp370-lowNTCF-aerchemmip,ch4,2020,2072,0.1148021784312716,0.1325428944702399,0.16497458153436795,0.20733502658397432,0.23814313058925715
2321,ssp370-lowNTCF-aerchemmip,ch4,2020,2073,0.11688682876589854,0.13491023253485837,0.16802211343025375,0.21126676251487483,0.24245036531220857
2322,ssp370-lowNTCF-aerchemmip,ch4,2020,2074,0.11893758564973327,0.13724720827988582,0.17105194127630963,0.21509337199884004,0.24689292930759874
2323,ssp370-lowNTCF-aerchemmip,ch4,2020,2075,0.12093474760187872,0.13970634975103188,0.17398845906641291,0.21890625915290224,0.25134482028634764
2324,ssp370-lowNTCF-aerchemmip,ch4,2020,2076,0.12292659753095263,0.14216505239487637,0.17691645416880064,0.22272586424885946,0.25579465049900396
2325,ssp370-lowNTCF-aerchemmip,ch4,2020,2077,0.12491309451579573,0.144572623182877,0.17983598782199905,0.22655870909942208,0.26024223017398146
2326,ssp370-lowNTCF-aerchemmip,ch4,2020,2078,0.12691137903646138,0.1469955396579213,0.18280187796377922,0.2303874340852748,0.26468701972489767
2327,ssp370-lowNTCF-aerchemmip,ch4,2020,2079,0.1289573219423943,0.14939087893493322,0.18586436732286393,0.23419656953982446,0.26912862233797513
2328,ssp370-lowNTCF-aerchemmip,ch4,2020,2080,0.1310157629493708,0.15175714648528063,0.18879528287300262,0.2379730754849938,0.27365067697669054
2329,ssp370-lowNTCF-aerchemmip,ch4,2020,2081,0.13307689246436114,0.15410959078585007,0.19182560901053236,0.2417429165664402,0.27808530100835743
2330,ssp370-lowNTCF-aerchemmip,ch4,2020,2082,0.13516442442846116,0.15645460252244428,0.1946769063282412,0.24551212406671902,0.28249792147571695
2331,ssp370-lowNTCF-aerchemmip,ch4,2020,2083,0.13724337519764881,0.158788035851345,0.19763774207277707,0.24934471277898546,0.2869538961612327
2332,ssp370-lowNTCF-aerchemmip,ch4,2020,2084,0.13930994523132306,0.16110561820744188,0.2005804663313746,0.2531417872046887,0.29132987162131774
2333,ssp370-lowNTCF-aerchemmip,ch4,2020,2085,0.14137682841704713,0.16344731634010357,0.20350196161815814,0.2569162355550414,0.2957448262473992
2334,ssp370-lowNTCF-aerchemmip,ch4,2020,2086,0.14346203883686054,0.16578073629712653,0.20644306306403104,0.2607117946996263,0.3001090061876461
2335,ssp370-lowNTCF-aerchemmip,ch4,2020,2087,0.14550532479324635,0.16804901996651397,0.2092910371529073,0.2645344178596132,0.30435919991306704
2336,ssp370-lowNTCF-aerchemmip,ch4,2020,2088,0.147438174436816,0.17031061410585743,0.2120518836334906,0.2682477145396659,0.3086110419263334
2337,ssp370-lowNTCF-aerchemmip,ch4,2020,2089,0.1493505294173035,0.17256449019173317,0.21488816322301352,0.2717995901683394,0.31280910450622523
2338,ssp370-lowNTCF-aerchemmip,ch4,2020,2090,0.1512626002750314,0.17473026588604476,0.21764124624711823,0.27546362200358715,0.31683849320688284
2339,ssp370-lowNTCF-aerchemmip,ch4,2020,2091,0.15317723172399353,0.17692307289732218,0.22039581928126495,0.2790303745976026,0.32082082228385883
2340,ssp370-lowNTCF-aerchemmip,ch4,2020,2092,0.15507431983985306,0.17904207991159882,0.22312421579536101,0.2825568970229255,0.3249083604782091
2341,ssp370-lowNTCF-aerchemmip,ch4,2020,2093,0.1569665605274651,0.18119314478331913,0.2258275143069408,0.2861551593607856,0.3290033056657957
2342,ssp370-lowNTCF-aerchemmip,ch4,2020,2094,0.15889232849990415,0.18330981440342906,0.22854744298987573,0.28968684188382626,0.33306815514179905
2343,ssp370-lowNTCF-aerchemmip,ch4,2020,2095,0.16092532157289902,0.18538832096509517,0.23116343271869866,0.29313925275577796,0.3371039187843447
2344,ssp370-lowNTCF-aerchemmip,ch4,2020,2096,0.16270150578685172,0.18747906416225002,0.2338030996245859,0.2965420437151782,0.3410513726267279
2345,ssp370-lowNTCF-aerchemmip,ch4,2020,2097,0.16444018574894254,0.18955055529010142,0.23641179140860258,0.29990410029532993,0.34495040169019703
2346,ssp370-lowNTCF-aerchemmip,ch4,2020,2098,0.16623868884039625,0.19176390074220817,0.2389028226309846,0.3032470026902263,0.3489104067010549
2347,ssp370-lowNTCF-aerchemmip,ch4,2020,2099,0.16802414186306205,0.19386213470532443,0.24147367613795767,0.3065648092729402,0.35285387841868493
2348,ssp370-lowNTCF-aerchemmip,ch4,2020,2100,0.16978038814097687,0.1959296241831222,0.24403366644374191,0.309949127710511,0.3567561604104839
2349,ssp370-lowNTCF-aerchemmip,hfc,2020,2020,0.0,0.0,0.0,0.0,0.0
2350,ssp370-lowNTCF-aerchemmip,hfc,2020,2021,0.000815806966940924,0.0009236922034152161,0.0011194964189393808,0.0013393674747604045,0.0015119362089217154
2351,ssp370-lowNTCF-aerchemmip,hfc,2020,2022,0.0016563030514591848,0.0018747995188378396,0.0022768433192787985,0.0027256877231437125,0.0030801957051814982
2352,ssp370-lowNTCF-aerchemmip,hfc,2020,2023,0.0025076873463730554,0.0028438277737930394,0.0034618847790195417,0.004150531789340102,0.004691007422161109
2353,ssp370-lowNTCF-aerchemmip,hfc,2020,2024,0.003360960580751282,0.0038228674516736926,0.004659175354709166,0.005594337296237972,0.006319828118996316
2354,ssp370-lowNTCF-aerchemmip,hfc,2020,2025,0.004221327523709695,0.004798905461264633,0.005868117134496531,0.0070548571278239705,0.00795833087841684
2355,ssp370-lowNTCF-aerchemmip,hfc,2020,2026,0.005081857383113686,0.0057766087481250315,0.007080401098434441,0.00852042316877216,0.009627942277498035
2356,ssp370-lowNTCF-aerchemmip,hfc,2020,2027,0.005943552644323159,0.0067527621471309375,0.008291188425159746,0.009981789688126125,0.011289102754297614
2357,ssp370-lowNTCF-aerchemmip,hfc,2020,2028,0.006784243637022547,0.007725755119173457,0.009505760226607984,0.011443933535116156,0.012960462841634386
2358,ssp370-lowNTCF-aerchemmip,hfc,2020,2029,0.007619728545774506,0.008691419636132434,0.010714025896126689,0.012914153944476325,0.014638567678696555
2359,ssp370-lowNTCF-aerchemmip,hfc,2020,2030,0.008471373053502386,0.009656316357632972,0.011909536034193646,0.014375298415005115,0.016308714498787943
2360,ssp370-lowNTCF-aerchemmip,hfc,2020,2031,0.009303033161675646,0.010612659865109269,0.013103450592550026,0.01582904841385866,0.017973409916637977
2361,ssp370-lowNTCF-aerchemmip,hfc,2020,2032,0.010131971938730633,0.011558714323977527,0.014293220093503534,0.017277007139750625,0.019642600041280458
2362,ssp370-lowNTCF-aerchemmip,hfc,2020,2033,0.010951309674459387,0.012506821335791373,0.015472919993438694,0.018720582454358068,0.02132382469829883
2363,ssp370-lowNTCF-aerchemmip,hfc,2020,2034,0.011768558381788497,0.013445914483030208,0.016648287541818796,0.020168873534892395,0.02297320849751973
2364,ssp370-lowNTCF-aerchemmip,hfc,2020,2035,0.012590154654650654,0.014392544417129347,0.017822860284436692,0.021601930820108767,0.02463445357726459
2365,ssp370-lowNTCF-aerchemmip,hfc,2020,2036,0.013405164279009663,0.015337958460922509,0.01899660342701548,0.02304346192253876,0.026303701546121116
2366,ssp370-lowNTCF-aerchemmip,hfc,2020,2037,0.014219063969260093,0.01627931975888468,0.020165145824365016,0.024469130377231238,0.027969089212356302
2367,ssp370-lowNTCF-aerchemmip,hfc,2020,2038,0.0150358051724099,0.017216744577631192,0.021309234055806314,0.025879607186399076,0.029610703678132823
2368,ssp370-lowNTCF-aerchemmip,hfc,2020,2039,0.015849671591594207,0.01815364672915037,0.022473694974770364,0.02729531129348648,0.031249591157986104
2369,ssp370-lowNTCF-aerchemmip,hfc,2020,2040,0.016662137592867186,0.01908892540636347,0.023631340561827807,0.028724929132082293,0.032887842943234165
2370,ssp370-lowNTCF-aerchemmip,hfc,2020,2041,0.017466912694417268,0.020016428447482842,0.024790471990269403,0.030159531481969752,0.03451913146904726
2371,ssp370-lowNTCF-aerchemmip,hfc,2020,2042,0.01827174411017394,0.020943254538181463,0.025938805641484763,0.03158868865233283,0.036136438365439
2372,ssp370-lowNTCF-aerchemmip,hfc,2020,2043,0.019078098886811203,0.021877767290238354,0.027097848011706005,0.03301407892106576,0.037749799453334176
2373,ssp370-lowNTCF-aerchemmip,hfc,2020,2044,0.019878893036096867,0.022800095208828423,0.028257427453173833,0.03443904543425979,0.039392248389445855
2374,ssp370-lowNTCF-aerchemmip,hfc,2020,2045,0.020683726073351137,0.023723044086537318,0.02942137777121867,0.03587190319222425,0.04101256961210948
2375,ssp370-lowNTCF-aerchemmip,hfc,2020,2046,0.021488530059204126,0.024658225790647956,0.030578040272143947,0.037283461279125046,0.04265472432815848
2376,ssp370-lowNTCF-aerchemmip,hfc,2020,2047,0.022295966203526828,0.025572120121785512,0.031737049607784895,0.038699666951672824,0.0442810601334051
2377,ssp370-lowNTCF-aerchemmip,hfc,2020,2048,0.02310559328608792,0.02651094335903796,0.03287977327914193,0.04013750827673675,0.04591433902208123
2378,ssp370-lowNTCF-aerchemmip,hfc,2020,2049,0.02391287060100127,0.02745251844391352,0.03401620813362971,0.04153833075709268,0.04762687092080484
2379,ssp370-lowNTCF-aerchemmip,hfc,2020,2050,0.024716318321559738,0.028371755409300176,0.03517839441046999,0.04293547506692824,0.04929108378123746
2380,ssp370-lowNTCF-aerchemmip,hfc,2020,2051,0.025535371296405394,0.029280597449119306,0.036320717681639136,0.04434007193061043,0.0509064648652536
2381,ssp370-lowNTCF-aerchemmip,hfc,2020,2052,0.02635515341631636,0.030205806622915398,0.037460775593669116,0.04576182256291633,0.052519589680153786
2382,ssp370-lowNTCF-aerchemmip,hfc,2020,2053,0.02715022289261415,0.03113198916656988,0.03859704618542481,0.04717567217046534,0.05413924935996641
2383,ssp370-lowNTCF-aerchemmip,hfc,2020,2054,0.027942999977790352,0.03204486949377178,0.03973575152391717,0.04856758876804057,0.05575194466712606
2384,ssp370-lowNTCF-aerchemmip,hfc,2020,2055,0.02872740046316289,0.03295363282882672,0.04085843244638476,0.04994637890588242,0.057354872043924435
2385,ssp370-lowNTCF-aerchemmip,hfc,2020,2056,0.029506152380624994,0.033857279772540994,0.04198976704805579,0.05132069105550656,0.0589369655337149
2386,ssp370-lowNTCF-aerchemmip,hfc,2020,2057,0.030277871903324493,0.03475450365141658,0.043105696708080954,0.05270865581898689,0.060524456806014953
2387,ssp370-lowNTCF-aerchemmip,hfc,2020,2058,0.03104233715986888,0.03565100675208443,0.04419897651811544,0.05411264028560587,0.06209976438444867
2388,ssp370-lowNTCF-aerchemmip,hfc,2020,2059,0.03179946607620252,0.03651762019515885,0.04528763672656244,0.05543540058214817,0.06367413928409824
2389,ssp370-lowNTCF-aerchemmip,hfc,2020,2060,0.032550610861080645,0.0373768834720246,0.04635712237618472,0.05673432696688127,0.06530831095809964
2390,ssp370-lowNTCF-aerchemmip,hfc,2020,2061,0.033297407765394735,0.03823420259548624,0.04743644110150269,0.05804481855897425,0.0668407029000387
2391,ssp370-lowNTCF-aerchemmip,hfc,2020,2062,0.03403753837793806,0.03908575646936075,0.048517647529506824,0.05937848500031114,0.06832436004495539
2392,ssp370-lowNTCF-aerchemmip,hfc,2020,2063,0.034771773376588565,0.03993821622392471,0.04957158950961782,0.060697025805737485,0.06979423610584073
2393,ssp370-lowNTCF-aerchemmip,hfc,2020,2064,0.03550102121779739,0.04079509714404929,0.05062557209251839,0.062012964310141465,0.07129644507356615
2394,ssp370-lowNTCF-aerchemmip,hfc,2020,2065,0.03622734853623917,0.04165709304513447,0.05169807604670007,0.06329034107556049,0.07280131396306173
2395,ssp370-lowNTCF-aerchemmip,hfc,2020,2066,0.03694966169041267,0.04249986500650291,0.05273950873836353,0.06454467327093658,0.07427366497817024
2396,ssp370-lowNTCF-aerchemmip,hfc,2020,2067,0.03767208772028274,0.04331481084270619,0.053768262496857844,0.06582831141831463,0.07574090767567507
2397,ssp370-lowNTCF-aerchemmip,hfc,2020,2068,0.03844706429719942,0.04413167944608846,0.05476475661121083,0.06710299895193081,0.07721110875502993
2398,ssp370-lowNTCF-aerchemmip,hfc,2020,2069,0.0392321729313295,0.04495502864584225,0.05576833200783193,0.0683428583189446,0.07870593061484606
2399,ssp370-lowNTCF-aerchemmip,hfc,2020,2070,0.03999501958421838,0.04578923698540518,0.05677995358373167,0.06955499552074626,0.08015679413676881
2400,ssp370-lowNTCF-aerchemmip,hfc,2020,2071,0.04071950130528839,0.046595098725428725,0.05779019188188084,0.07075916544871876,0.08159814028745949
2401,ssp370-lowNTCF-aerchemmip,hfc,2020,2072,0.04144050794352614,0.04740045921742052,0.05879770705062404,0.0719723375533272,0.08300096506985852
2402,ssp370-lowNTCF-aerchemmip,hfc,2020,2073,0.04215383710958407,0.048217785841009025,0.05980165192775089,0.07319542980047074,0.08442729044707455
2403,ssp370-lowNTCF-aerchemmip,hfc,2020,2074,0.04287353219458998,0.04901989377918531,0.06079602209501722,0.07450572793011659,0.08588174314578846
2404,ssp370-lowNTCF-aerchemmip,hfc,2020,2075,0.04359642289071437,0.04982477469489366,0.06180925038689278,0.07574611242533821,0.08733669425651075
2405,ssp370-lowNTCF-aerchemmip,hfc,2020,2076,0.044334010299572624,0.0506236035345699,0.0628032530552316,0.0769160960602192,0.08878785480450481
2406,ssp370-lowNTCF-aerchemmip,hfc,2020,2077,0.04503800764626784,0.05141386228483349,0.06381485847745116,0.07810948970776305,0.09018899527398946
2407,ssp370-lowNTCF-aerchemmip,hfc,2020,2078,0.045736653751880366,0.052206858530362325,0.064801429536268,0.07934538827975926,0.0916132245075788
2408,ssp370-lowNTCF-aerchemmip,hfc,2020,2079,0.0464408591143024,0.0530295786774471,0.06579758927451285,0.08059311493409904,0.09310345199672802
2409,ssp370-lowNTCF-aerchemmip,hfc,2020,2080,0.047139116765120545,0.05384634557792307,0.06679479458047966,0.08183503020935833,0.09455861265318237
2410,ssp370-lowNTCF-aerchemmip,hfc,2020,2081,0.047837660469927636,0.05465891390709236,0.06776968967142016,0.08305796723309632,0.09602283262131443
2411,ssp370-lowNTCF-aerchemmip,hfc,2020,2082,0.04853629213378916,0.05546308172923805,0.0687649624659823,0.08424819772763767,0.09745806181403846
2412,ssp370-lowNTCF-aerchemmip,hfc,2020,2083,0.04923654030057625,0.05626107722590124,0.0697770899083312,0.08544888422060933,0.09886431794323992
2413,ssp370-lowNTCF-aerchemmip,hfc,2020,2084,0.049945213450848326,0.05707169183893281,0.07079162961133534,0.08667973326161835,0.10029921038517546
2414,ssp370-lowNTCF-aerchemmip,hfc,2020,2085,0.05065278108766939,0.05788251267708874,0.071788579534938,0.08790142913058792,0.10173597987658968
2415,ssp370-lowNTCF-aerchemmip,hfc,2020,2086,0.051358900255982755,0.05871635391347821,0.07277840155470794,0.08913829621886692,0.10317061032793474
2416,ssp370-lowNTCF-aerchemmip,hfc,2020,2087,0.052082246020414266,0.05953598743361201,0.07379407471397359,0.09040000222893704,0.10466081171586418
2417,ssp370-lowNTCF-aerchemmip,hfc,2020,2088,0.05280625097057108,0.06033929734476064,0.07476736912951787,0.09160748996747982,0.10617601897039232
2418,ssp370-lowNTCF-aerchemmip,hfc,2020,2089,0.053515587941621326,0.06113039479120449,0.07573322045498587,0.0928398044988469,0.10759154589855909
2419,ssp370-lowNTCF-aerchemmip,hfc,2020,2090,0.05420830491650301,0.06190019582144634,0.076674512281381,0.09400744112047806,0.10899657423438994
2420,ssp370-lowNTCF-aerchemmip,hfc,2020,2091,0.05489925861121749,0.06267800360747686,0.07767394904442515,0.09520441669344808,0.1104192335985214
2421,ssp370-lowNTCF-aerchemmip,hfc,2020,2092,0.0555984616846442,0.06345993080660214,0.07867478985429299,0.09639021501777009,0.1118377564115688
2422,ssp370-lowNTCF-aerchemmip,hfc,2020,2093,0.0563417711858837,0.06424139232413116,0.07964354555504283,0.09760013344220524,0.11320043947904077
2423,ssp370-lowNTCF-aerchemmip,hfc,2020,2094,0.05703589038892139,0.0650166953265395,0.08057528574916972,0.09880633776125376,0.11451091254814026
2424,ssp370-lowNTCF-aerchemmip,hfc,2020,2095,0.0577123149510733,0.06581441366301592,0.08158591143532634,0.09999833635025598,0.11588587448912104
2425,ssp370-lowNTCF-aerchemmip,hfc,2020,2096,0.05839104162471842,0.0666172384641741,0.08258484098324193,0.1012239079677259,0.11731476684514418
2426,ssp370-lowNTCF-aerchemmip,hfc,2020,2097,0.05910541098818327,0.06740371075839692,0.08357926567692431,0.1024450826890685,0.11870902296211536
2427,ssp370-lowNTCF-aerchemmip,hfc,2020,2098,0.05976453515204265,0.0682092500235418,0.08453623982785974,0.10366683942267578,0.12010199916138795
2428,ssp370-lowNTCF-aerchemmip,hfc,2020,2099,0.0604337932937387,0.06897711650726897,0.08548668262360648,0.10490032549423557,0.12148997192334114
2429,ssp370-lowNTCF-aerchemmip,hfc,2020,2100,0.06116078102688238,0.06971897864338045,0.08648756330776752,0.10606814319037974,0.12289357159212475
2430,ssp370-lowNTCF-aerchemmip,o3,2020,2020,0.0,0.0,0.0,0.0,0.0
2431,ssp370-lowNTCF-aerchemmip,o3,2020,2021,0.0011467233043324309,0.0016646852394098088,0.002420607329435942,0.0032604497249533316,0.003940155834770229
2432,ssp370-lowNTCF-aerchemmip,o3,2020,2022,0.0019195891204311978,0.002760072133333882,0.004038061181171226,0.00555477067675759,0.006791277207028832
2433,ssp370-lowNTCF-aerchemmip,o3,2020,2023,0.0024167632910435002,0.003404971439886895,0.005083922014019304,0.007138340027165793,0.008795611881309283
2434,ssp370-lowNTCF-aerchemmip,o3,2020,2024,0.0026960590867712853,0.0037911844985172127,0.005757675953120156,0.008277347673017816,0.010277388041310731
2435,ssp370-lowNTCF-aerchemmip,o3,2020,2025,0.002831743039332224,0.004002159723750918,0.006159411853763341,0.009077309722135097,0.011371301062347954
2436,ssp370-lowNTCF-aerchemmip,o3,2020,2026,0.002885074964150558,0.004046399019806266,0.006407723102865859,0.009594876742069847,0.012267824735793596
2437,ssp370-lowNTCF-aerchemmip,o3,2020,2027,0.0028546155193173604,0.004052133209444851,0.006525012087072346,0.009939015317362632,0.012949349739131531
2438,ssp370-lowNTCF-aerchemmip,o3,2020,2028,0.002809908259483729,0.003993026459093221,0.0065304438493221095,0.010182801532535217,0.013387327464065402
2439,ssp370-lowNTCF-aerchemmip,o3,2020,2029,0.0026666817325638136,0.003870909815274577,0.006471050671697065,0.010280019178431098,0.013743906357556132
2440,ssp370-lowNTCF-aerchemmip,o3,2020,2030,0.0025491250530619513,0.003698738666477279,0.006383249879665431,0.010316689497521727,0.014017929869430065
2441,ssp370-lowNTCF-aerchemmip,o3,2020,2031,0.0023946990708297645,0.0035607327655134747,0.006283926855613631,0.010466901314156231,0.014405253842619859
2442,ssp370-lowNTCF-aerchemmip,o3,2020,2032,0.0022905011104693783,0.003467142267141896,0.006245954245499785,0.010619593945737558,0.014669741890574035
2443,ssp370-lowNTCF-aerchemmip,o3,2020,2033,0.0021617636091719743,0.003407003510186666,0.006254198633908636,0.010889856696016116,0.015077488069714332
2444,ssp370-lowNTCF-aerchemmip,o3,2020,2034,0.0020710694660641907,0.003353641018684459,0.006233959599286076,0.011069830213293396,0.015477341707419203
2445,ssp370-lowNTCF-aerchemmip,o3,2020,2035,0.0019632084610951227,0.0032626195089477685,0.0062096404756963874,0.011224382816558935,0.015974193282259058
2446,ssp370-lowNTCF-aerchemmip,o3,2020,2036,0.001815191240813485,0.0031392497252197902,0.006138802855711223,0.011426713991885471,0.016221189986904777
2447,ssp370-lowNTCF-aerchemmip,o3,2020,2037,0.001666327481746599,0.002969641019293512,0.006081441756966788,0.011625907110440252,0.016593466732487627
2448,ssp370-lowNTCF-aerchemmip,o3,2020,2038,0.001504871864568047,0.002831432592460752,0.005976574664273482,0.011738806044639621,0.01693873078477521
2449,ssp370-lowNTCF-aerchemmip,o3,2020,2039,0.0013489281100390604,0.0026487450826561698,0.005846313580305518,0.011845430707951903,0.017340163868150994
2450,ssp370-lowNTCF-aerchemmip,o3,2020,2040,0.0012020882451808657,0.0025175802810685523,0.0058114987192678935,0.011961227666950468,0.01766071828532722
2451,ssp370-lowNTCF-aerchemmip,o3,2020,2041,0.000892287167294215,0.002252586746752243,0.005591816039615338,0.011955465187706888,0.017763419619187044
2452,ssp370-lowNTCF-aerchemmip,o3,2020,2042,0.00046133187578711876,0.0018525785217706314,0.005187256227865089,0.01177962651463202,0.0178924833239328
2453,ssp370-lowNTCF-aerchemmip,o3,2020,2043,-0.00021623496120040108,0.0012749475252484598,0.004656731826807814,0.011431332938707186,0.01762313403619506
2454,ssp370-lowNTCF-aerchemmip,o3,2020,2044,-0.0010052468150558269,0.0006459930884787601,0.003973550811605442,0.010910487118006636,0.01715108447395925
2455,ssp370-lowNTCF-aerchemmip,o3,2020,2045,-0.00195927786307255,-0.00014077292077364415,0.003201773963936949,0.010309476991821099,0.016479809877875114
2456,ssp370-lowNTCF-aerchemmip,o3,2020,2046,-0.0030961748286115975,-0.001069306763600535,0.002307473216643041,0.009660717809419515,0.01580696051193273
2457,ssp370-lowNTCF-aerchemmip,o3,2020,2047,-0.004306538604976717,-0.0022318598096356724,0.001387838026972954,0.008788914420331162,0.015146605036023829
2458,ssp370-lowNTCF-aerchemmip,o3,2020,2048,-0.005784204366262901,-0.0034334145702517916,0.00048590633079526047,0.007877926819105117,0.014435641291228969
2459,ssp370-lowNTCF-aerchemmip,o3,2020,2049,-0.007281006864572026,-0.004832408718157231,-0.0003905411292031147,0.006985781820638412,0.013610753477823808
